;x;y
773;[26, 17, 37, 29, 48, 17, 48, 26, 25, 38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11];29
774;[17, 37, 29, 48, 17, 48, 26, 25, 38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29];6
775;[37, 29, 48, 17, 48, 26, 25, 38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6];27
776;[29, 48, 17, 48, 26, 25, 38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27];17
777;[48, 17, 48, 26, 25, 38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17];37
778;[17, 48, 26, 25, 38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37];17
779;[48, 26, 25, 38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17];29
780;[26, 25, 38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29];11
781;[25, 38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11];44
782;[38, 48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44];6
783;[48, 26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6];26
784;[26, 48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26];17
785;[48, 17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17];35
786;[17, 37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35];54
787;[37, 38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54];26
788;[38, 21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26];21
789;[21, 15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21];38
790;[15, 17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38];6
791;[17, 38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6];38
792;[38, 39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38];15
793;[39, 17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15];30
794;[17, 55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30];17
795;[55, 37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17];37
796;[37, 15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37];29
797;[15, 17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29];48
798;[17, 37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48];17
799;[37, 15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17];39
800;[15, 15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39];27
801;[15, 54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27];21
802;[54, 30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21];11
803;[30, 26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11];29
804;[26, 48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29];38
805;[48, 47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38];15
806;[47, 17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15];30
807;[17, 30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30];3
808;[30, 37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3];17
809;[37, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17];37
810;[27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37];29
811;[17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29];48
812;[55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48];17
813;[37, 1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17];35
814;[1, 26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35];21
815;[26, 17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21];11
816;[17, 44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11];44
817;[44, 26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44];37
818;[26, 26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37];44
819;[26, 29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44];6
820;[29, 17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6];27
821;[17, 11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27];17
822;[11, 29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17];39
823;[29, 6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39];55
824;[6, 27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55];26
825;[27, 17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26];17
826;[17, 37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17];39
827;[37, 17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39];38
828;[17, 29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38];30
829;[29, 11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30];26
830;[11, 44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26];17
831;[44, 6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17];38
832;[6, 26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38];15
833;[26, 17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15];17
834;[17, 35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17];37
835;[35, 54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37];39
836;[54, 26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39];17
837;[26, 21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17];55
838;[21, 38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55];37
839;[38, 6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37];29
840;[6, 38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29];48
841;[38, 15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48];17
842;[15, 30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17];24
843;[30, 17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24];55
844;[17, 37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55];26
845;[37, 29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26];29
846;[29, 48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29];17
847;[48, 17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17];38
848;[17, 39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38];39
849;[39, 27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39];17
850;[27, 21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17];24
851;[21, 11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24];38
852;[11, 29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38];6
853;[29, 38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6];6
854;[38, 15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6, 6];17
855;[15, 30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6, 6, 17];44
856;[30, 3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6, 6, 17, 44];26
857;[3, 17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6, 6, 17, 44, 26];17
858;[17, 37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6, 6, 17, 44, 26, 17];11
859;[37, 29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6, 6, 17, 44, 26, 17, 11];29
860;[29, 48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6, 6, 17, 44, 26, 17, 11, 29];25
861;[48, 17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6, 6, 17, 44, 26, 17, 11, 29, 25];26
862;[17, 35, 21, 11, 44, 37, 44, 6, 27, 17, 39, 55, 26, 17, 39, 38, 30, 26, 17, 38, 15, 17, 37, 39, 17, 55, 37, 29, 48, 17, 24, 55, 26, 29, 17, 38, 39, 17, 24, 38, 6, 6, 17, 44, 26, 17, 11, 29, 25, 26];17
